fid,model,data_type,score_func,score
14,Random Forest,train,roc_auc,0.5
14,Random Forest,validation,roc_auc,0.5
14,Random Forest,test,roc_auc,0.5
14,Voting,train,accuracy,0.7343367850406586
14,Voting,validation,accuracy,0.7343735947477291
14,Voting,test,accuracy,0.7348952243906827
14,Voting,train,precision,0.7343367850406586
14,Voting,validation,precision,0.7343735947477291
14,Voting,test,precision,0.7348952243906827
14,Voting,train,recall,1.0
14,Voting,validation,recall,1.0
14,Voting,test,recall,1.0
14,Voting,train,f1,0.8468214378828888
14,Voting,validation,f1,0.846845912520418
14,Voting,test,f1,0.8471926304930457
14,Voting,train,roc_auc,0.5
14,Voting,validation,roc_auc,0.5
14,Voting,test,roc_auc,0.5
14,AdaBoost,train,accuracy,0.7343367850406586
14,AdaBoost,validation,accuracy,0.7343735947477291
14,AdaBoost,test,accuracy,0.7348952243906827
14,AdaBoost,train,precision,0.7343367850406586
14,AdaBoost,validation,precision,0.7343735947477291
14,AdaBoost,test,precision,0.7348952243906827
14,AdaBoost,train,recall,1.0
14,AdaBoost,validation,recall,1.0
14,AdaBoost,test,recall,1.0
14,AdaBoost,train,f1,0.8468214378828888
14,AdaBoost,validation,f1,0.846845912520418
14,AdaBoost,test,f1,0.8471926304930457
14,AdaBoost,train,roc_auc,0.5
14,AdaBoost,validation,roc_auc,0.5
14,AdaBoost,test,roc_auc,0.5
15,Logistic,train,accuracy,0.7085951259727444
15,Logistic,validation,accuracy,0.710293191833798
15,Logistic,test,accuracy,0.7094343016458314
15,Logistic,train,precision,0.7334853916071208
15,Logistic,validation,precision,0.7347418397626113
15,Logistic,test,precision,0.7343046030978194
15,Logistic,train,recall,0.9474219579239584
15,Logistic,validation,recall,0.9476149654032208
15,Logistic,test,recall,0.9474257462092937
15,Logistic,train,f1,0.8268393448560991
15,Logistic,validation,f1,0.8277106983834089
15,Logistic,test,f1,0.827361041348281
15,Logistic,train,roc_auc,0.4979302358807593
15,Logistic,validation,roc_auc,0.5008939902350453
15,Logistic,test,roc_auc,0.4985627560642424
15,SVC,train,accuracy,0.7092946275778508
15,SVC,validation,accuracy,0.710180771652127
15,SVC,test,accuracy,0.709731090925443
15,SVC,train,precision,0.7325921637558646
15,SVC,validation,precision,0.7333254661316969
15,SVC,test,precision,0.7332113138479537
15,SVC,train,recall,0.9514023079225976
15,SVC,validation,recall,0.9512889596472964
15,SVC,test,recall,0.951084894692399
15,SVC,train,f1,0.8277816668467314
15,SVC,validation,f1,0.8282066318370829
15,SVC,test,f1,0.8280564922991683
15,SVC,train,roc_auc,0.4957357596166903
15,SVC,validation,roc_auc,0.4974406538544592
15,SVC,test,roc_auc,0.4958803379049402
15,Decision Tree,train,accuracy,0.7852230285921281
15,Decision Tree,validation,accuracy,0.7840857990826513
15,Decision Tree,test,accuracy,0.7847558233654106
15,Decision Tree,train,precision,0.8786734448628216
15,Decision Tree,validation,precision,0.8777067977067977
15,Decision Tree,test,precision,0.8787958252478103
15,Decision Tree,train,recall,0.820867240018507
15,Decision Tree,validation,recall,0.8202804482272977
15,Decision Tree,test,recall,0.8202366820456966
15,Decision Tree,train,f1,0.8487872658517281
15,Decision Tree,validation,f1,0.8480225362811971
15,Decision Tree,test,f1,0.8485070989549376
15,Decision Tree,train,roc_auc,0.7537819052426066
15,Decision Tree,validation,roc_auc,0.7521497043912856
15,Decision Tree,test,roc_auc,0.753318123904417
15,Random Forest,train,accuracy,0.7852230285921281
15,Random Forest,validation,accuracy,0.7840857990826513
15,Random Forest,test,accuracy,0.7847558233654106
15,Random Forest,train,precision,0.8786734448628216
15,Random Forest,validation,precision,0.8777067977067977
15,Random Forest,test,precision,0.8787958252478103
15,Random Forest,train,recall,0.820867240018507
15,Random Forest,validation,recall,0.8202804482272977
15,Random Forest,test,recall,0.8202366820456966
15,Random Forest,train,f1,0.8487872658517281
15,Random Forest,validation,f1,0.8480225362811971
15,Random Forest,test,f1,0.8485070989549376
15,Random Forest,train,roc_auc,0.7537819052426066
15,Random Forest,validation,roc_auc,0.7521497043912856
15,Random Forest,test,roc_auc,0.753318123904417
15,Voting,train,accuracy,0.7600909352086638
15,Voting,validation,accuracy,0.7600728482777228
15,Voting,test,accuracy,0.7596096771292382
15,Voting,train,precision,0.8856580537043532
15,Voting,validation,precision,0.8860915060219811
15,Voting,test,precision,0.8860693722791743
15,Voting,train,recall,0.7731098440519283
15,Voting,validation,recall,0.7726103729104158
15,Voting,test,recall,0.7721782335736052
15,Voting,train,f1,0.8255657234612214
15,Voting,validation,f1,0.8254689978901227
15,Voting,test,f1,0.8252126887387771
15,Voting,train,roc_auc,0.7486071878500584
15,Voting,validation,roc_auc,0.7490104513951097
15,Voting,test,roc_auc,0.748473348560728
15,AdaBoost,train,accuracy,0.7085951259727444
15,AdaBoost,validation,accuracy,0.710293191833798
15,AdaBoost,test,accuracy,0.7094343016458314
15,AdaBoost,train,precision,0.7334853916071208
15,AdaBoost,validation,precision,0.7347418397626113
15,AdaBoost,test,precision,0.7343046030978194
15,AdaBoost,train,recall,0.9474219579239584
15,AdaBoost,validation,recall,0.9476149654032208
15,AdaBoost,test,recall,0.9474257462092937
15,AdaBoost,train,f1,0.8268393448560991
15,AdaBoost,validation,f1,0.8277106983834089
15,AdaBoost,test,f1,0.827361041348281
15,AdaBoost,train,roc_auc,0.4979302358807593
15,AdaBoost,validation,roc_auc,0.5008939902350453
15,AdaBoost,test,roc_auc,0.4985627560642424
16,Logistic,train,accuracy,0.7343367850406586
16,Logistic,validation,accuracy,0.7343735947477291
16,Logistic,test,accuracy,0.7348952243906827
16,Logistic,train,precision,0.7343367850406586
16,Logistic,validation,precision,0.7343735947477291
16,Logistic,test,precision,0.7348952243906827
16,Logistic,train,recall,1.0
16,Logistic,validation,recall,1.0
16,Logistic,test,recall,1.0
16,Logistic,train,f1,0.8468214378828888
16,Logistic,validation,f1,0.846845912520418
16,Logistic,test,f1,0.8471926304930457
16,Logistic,train,roc_auc,0.5
16,Logistic,validation,roc_auc,0.5
16,Logistic,test,roc_auc,0.5
16,SVC,train,accuracy,0.7343367850406586
16,SVC,validation,accuracy,0.7343735947477291
16,SVC,test,accuracy,0.7348952243906827
16,SVC,train,precision,0.7343367850406586
16,SVC,validation,precision,0.7343735947477291
16,SVC,test,precision,0.7348952243906827
16,SVC,train,recall,1.0
16,SVC,validation,recall,1.0
16,SVC,test,recall,1.0
16,SVC,train,f1,0.8468214378828888
16,SVC,validation,f1,0.846845912520418
16,SVC,test,f1,0.8471926304930457
16,SVC,train,roc_auc,0.5
16,SVC,validation,roc_auc,0.5
16,SVC,test,roc_auc,0.5
16,Decision Tree,train,accuracy,0.7343367850406586
16,Decision Tree,validation,accuracy,0.7343735947477291
16,Decision Tree,test,accuracy,0.7348952243906827
16,Decision Tree,train,precision,0.7343367850406586
16,Decision Tree,validation,precision,0.7343735947477291
16,Decision Tree,test,precision,0.7348952243906827
16,Decision Tree,train,recall,1.0
16,Decision Tree,validation,recall,1.0
16,Decision Tree,test,recall,1.0
16,Decision Tree,train,f1,0.8468214378828888
16,Decision Tree,validation,f1,0.846845912520418
16,Decision Tree,test,f1,0.8471926304930457
16,Decision Tree,train,roc_auc,0.5
16,Decision Tree,validation,roc_auc,0.5
16,Decision Tree,test,roc_auc,0.5
16,Random Forest,train,accuracy,0.7343367850406586
16,Random Forest,validation,accuracy,0.7343735947477291
16,Random Forest,test,accuracy,0.7348952243906827
16,Random Forest,train,precision,0.7343367850406586
16,Random Forest,validation,precision,0.7343735947477291
16,Random Forest,test,precision,0.7348952243906827
16,Random Forest,train,recall,1.0
16,Random Forest,validation,recall,1.0
16,Random Forest,test,recall,1.0
16,Random Forest,train,f1,0.8468214378828888
16,Random Forest,validation,f1,0.846845912520418
16,Random Forest,test,f1,0.8471926304930457
16,Random Forest,train,roc_auc,0.5
16,Random Forest,validation,roc_auc,0.5
16,Random Forest,test,roc_auc,0.5
16,Voting,train,accuracy,0.7343367850406586
16,Voting,validation,accuracy,0.7343735947477291
16,Voting,test,accuracy,0.7348952243906827
16,Voting,train,precision,0.7343367850406586
16,Voting,validation,precision,0.7343735947477291
16,Voting,test,precision,0.7348952243906827
16,Voting,train,recall,1.0
16,Voting,validation,recall,1.0
16,Voting,test,recall,1.0
16,Voting,train,f1,0.8468214378828888
16,Voting,validation,f1,0.846845912520418
16,Voting,test,f1,0.8471926304930457
16,Voting,train,roc_auc,0.5
16,Voting,validation,roc_auc,0.5
16,Voting,test,roc_auc,0.5
16,AdaBoost,train,accuracy,0.7343367850406586
16,AdaBoost,validation,accuracy,0.7343735947477291
16,AdaBoost,test,accuracy,0.7348952243906827
16,AdaBoost,train,precision,0.7343367850406586
16,AdaBoost,validation,precision,0.7343735947477291
16,AdaBoost,test,precision,0.7348952243906827
16,AdaBoost,train,recall,1.0
16,AdaBoost,validation,recall,1.0
16,AdaBoost,test,recall,1.0
16,AdaBoost,train,f1,0.8468214378828888
16,AdaBoost,validation,f1,0.846845912520418
16,AdaBoost,test,f1,0.8471926304930457
16,AdaBoost,train,roc_auc,0.5
16,AdaBoost,validation,roc_auc,0.5
16,AdaBoost,test,roc_auc,0.5
17,Logistic,train,accuracy,0.7488089736063055
17,Logistic,validation,accuracy,0.7502698084360104
17,Logistic,test,accuracy,0.7495548160805828
17,Logistic,train,precision,0.7774357179335633
17,Logistic,validation,precision,0.7787693023977652
17,Logistic,test,precision,0.7778029912325941
17,Logistic,train,recall,0.9218388536592004
17,Logistic,validation,recall,0.9218051558385892
17,Logistic,test,recall,0.9228396950301666
17,Logistic,train,f1,0.8435016482849431
17,Logistic,validation,f1,0.8442718337703126
17,Logistic,test,f1,0.8441367266865553
17,Logistic,train,roc_auc,0.5961824015994444
17,Logistic,validation,roc_auc,0.5989167983357497
17,Logistic,test,roc_auc,0.5960163125556234
17,SVC,train,accuracy,0.7442147469927677
17,SVC,validation,accuracy,0.7455031927331595
17,SVC,test,accuracy,0.7443744941091824
17,SVC,train,precision,0.7496123364320357
17,SVC,validation,precision,0.7505105753656189
17,SVC,test,precision,0.749953095684803
17,SVC,train,recall,0.9785299240671692
17,SVC,validation,recall,0.9788439164778642
17,SVC,test,recall,0.9783632959259848
17,SVC,train,f1,0.8489093975825386
17,SVC,validation,f1,0.8496033802367761
17,SVC,test,f1,0.849065120305024
17,SVC,train,roc_auc,0.5375295072231163
17,SVC,validation,roc_auc,0.5396166425118286
17,SVC,test,roc_auc,0.5370494771179267
17,Decision Tree,train,accuracy,0.7488089736063055
17,Decision Tree,validation,accuracy,0.7502698084360104
17,Decision Tree,test,accuracy,0.7495548160805828
17,Decision Tree,train,precision,0.7774357179335633
17,Decision Tree,validation,precision,0.7787693023977652
17,Decision Tree,test,precision,0.7778029912325941
17,Decision Tree,train,recall,0.9218388536592004
17,Decision Tree,validation,recall,0.9218051558385892
17,Decision Tree,test,recall,0.9228396950301666
17,Decision Tree,train,f1,0.8435016482849431
17,Decision Tree,validation,f1,0.8442718337703126
17,Decision Tree,test,f1,0.8441367266865553
17,Decision Tree,train,roc_auc,0.5961824015994444
17,Decision Tree,validation,roc_auc,0.5989167983357497
17,Decision Tree,test,roc_auc,0.5960163125556234
17,Random Forest,train,accuracy,0.7488089736063055
17,Random Forest,validation,accuracy,0.7502698084360104
17,Random Forest,test,accuracy,0.7495548160805828
17,Random Forest,train,precision,0.7774357179335633
17,Random Forest,validation,precision,0.7787693023977652
17,Random Forest,test,precision,0.7778029912325941
17,Random Forest,train,recall,0.9218388536592004
17,Random Forest,validation,recall,0.9218051558385892
17,Random Forest,test,recall,0.9228396950301666
17,Random Forest,train,f1,0.8435016482849431
17,Random Forest,validation,f1,0.8442718337703126
17,Random Forest,test,f1,0.8441367266865553
17,Random Forest,train,roc_auc,0.5961824015994444
17,Random Forest,validation,roc_auc,0.5989167983357497
17,Random Forest,test,roc_auc,0.5960163125556234
17,Voting,train,accuracy,0.7488089736063055
17,Voting,validation,accuracy,0.7502698084360104
17,Voting,test,accuracy,0.7495548160805828
17,Voting,train,precision,0.7774357179335633
17,Voting,validation,precision,0.7787693023977652
17,Voting,test,precision,0.7778029912325941
17,Voting,train,recall,0.9218388536592004
17,Voting,validation,recall,0.9218051558385892
17,Voting,test,recall,0.9228396950301666
17,Voting,train,f1,0.8435016482849431
17,Voting,validation,f1,0.8442718337703126
17,Voting,test,f1,0.8441367266865553
17,Voting,train,roc_auc,0.5961824015994444
17,Voting,validation,roc_auc,0.5989167983357497
17,Voting,test,roc_auc,0.5960163125556234
17,AdaBoost,train,accuracy,0.7488089736063055
17,AdaBoost,validation,accuracy,0.7502698084360104
17,AdaBoost,test,accuracy,0.7495548160805828
17,AdaBoost,train,precision,0.7774357179335633
17,AdaBoost,validation,precision,0.7787693023977652
17,AdaBoost,test,precision,0.7778029912325941
17,AdaBoost,train,recall,0.9218388536592004
17,AdaBoost,validation,recall,0.9218051558385892
17,AdaBoost,test,recall,0.9228396950301666
17,AdaBoost,train,f1,0.8435016482849431
17,AdaBoost,validation,f1,0.8442718337703126
17,AdaBoost,test,f1,0.8441367266865553
17,AdaBoost,train,roc_auc,0.5961824015994444
17,AdaBoost,validation,roc_auc,0.5989167983357497
17,AdaBoost,test,roc_auc,0.5960163125556234
18,Logistic,train,accuracy,0.7445919782155215
18,Logistic,validation,accuracy,0.7446263153161256
18,Logistic,test,accuracy,0.7452198938753485
18,Logistic,train,precision,0.7495768956377289
18,Logistic,validation,precision,0.7496952648851383
18,Logistic,test,precision,0.7503986941593651
18,Logistic,train,recall,0.979394034237814
18,Logistic,validation,recall,0.9791806992835712
18,Logistic,test,recall,0.9789262418464626
18,Logistic,train,f1,0.8492116635447854
18,Logistic,validation,f1,0.8492074028836196
18,Logistic,test,f1,0.8495626915050104
18,Logistic,train,roc_auc,0.5374772712071703
18,Logistic,validation,roc_auc,0.5376689005136325
18,Logistic,test,roc_auc,0.5381451441956131
18,SVC,train,accuracy,0.7445919782155215
18,SVC,validation,accuracy,0.7446263153161256
18,SVC,test,accuracy,0.7452198938753485
18,SVC,train,precision,0.7495768956377289
18,SVC,validation,precision,0.7496952648851383
18,SVC,test,precision,0.7503986941593651
18,SVC,train,recall,0.979394034237814
18,SVC,validation,recall,0.9791806992835712
18,SVC,test,recall,0.9789262418464626
18,SVC,train,f1,0.8492116635447854
18,SVC,validation,f1,0.8492074028836196
18,SVC,test,f1,0.8495626915050104
18,SVC,train,roc_auc,0.5374772712071703
18,SVC,validation,roc_auc,0.5376689005136325
18,SVC,test,roc_auc,0.5381451441956131
18,Decision Tree,train,accuracy,0.7445919782155215
18,Decision Tree,validation,accuracy,0.7446263153161256
18,Decision Tree,test,accuracy,0.7452198938753485
18,Decision Tree,train,precision,0.7495768956377289
18,Decision Tree,validation,precision,0.7496952648851383
18,Decision Tree,test,precision,0.7503986941593651
18,Decision Tree,train,recall,0.979394034237814
18,Decision Tree,validation,recall,0.9791806992835712
18,Decision Tree,test,recall,0.9789262418464626
18,Decision Tree,train,f1,0.8492116635447854
18,Decision Tree,validation,f1,0.8492074028836196
18,Decision Tree,test,f1,0.8495626915050104
18,Decision Tree,train,roc_auc,0.5374772712071703
18,Decision Tree,validation,roc_auc,0.5376689005136325
18,Decision Tree,test,roc_auc,0.5381451441956131
18,Random Forest,train,accuracy,0.7445919782155215
18,Random Forest,validation,accuracy,0.7446263153161256
18,Random Forest,test,accuracy,0.7452198938753485
18,Random Forest,train,precision,0.7495768956377289
18,Random Forest,validation,precision,0.7496952648851383
18,Random Forest,test,precision,0.7503986941593651
18,Random Forest,train,recall,0.979394034237814
18,Random Forest,validation,recall,0.9791806992835712
18,Random Forest,test,recall,0.9789262418464626
18,Random Forest,train,f1,0.8492116635447854
18,Random Forest,validation,f1,0.8492074028836196
18,Random Forest,test,f1,0.8495626915050104
18,Random Forest,train,roc_auc,0.5374772712071703
18,Random Forest,validation,roc_auc,0.5376689005136325
18,Random Forest,test,roc_auc,0.5381451441956131
18,Voting,train,accuracy,0.7445919782155215
18,Voting,validation,accuracy,0.7446263153161256
18,Voting,test,accuracy,0.7452198938753485
18,Voting,train,precision,0.7495768956377289
18,Voting,validation,precision,0.7496952648851383
18,Voting,test,precision,0.7503986941593651
18,Voting,train,recall,0.979394034237814
18,Voting,validation,recall,0.9791806992835712
18,Voting,test,recall,0.9789262418464626
18,Voting,train,f1,0.8492116635447854
18,Voting,validation,f1,0.8492074028836196
18,Voting,test,f1,0.8495626915050104
18,Voting,train,roc_auc,0.5374772712071703
18,Voting,validation,roc_auc,0.5376689005136325
18,Voting,test,roc_auc,0.5381451441956131
18,AdaBoost,train,accuracy,0.7445919782155215
18,AdaBoost,validation,accuracy,0.7446263153161256
18,AdaBoost,test,accuracy,0.7452198938753485
18,AdaBoost,train,precision,0.7495768956377289
18,AdaBoost,validation,precision,0.7496952648851383
18,AdaBoost,test,precision,0.7503986941593651
18,AdaBoost,train,recall,0.979394034237814
18,AdaBoost,validation,recall,0.9791806992835712
18,AdaBoost,test,recall,0.9789262418464626
18,AdaBoost,train,f1,0.8492116635447854
18,AdaBoost,validation,f1,0.8492074028836196
18,AdaBoost,test,f1,0.8495626915050104
18,AdaBoost,train,roc_auc,0.5374772712071703
18,AdaBoost,validation,roc_auc,0.5376689005136325
18,AdaBoost,test,roc_auc,0.5381451441956131
19,Logistic,train,accuracy,0.7685848832706696
19,Logistic,validation,accuracy,0.7700332763737746
19,Logistic,test,accuracy,0.7692508319093444
19,Logistic,train,precision,0.7782151070228197
19,Logistic,validation,precision,0.7788633651551312
19,Logistic,test,precision,0.7788300835654596
19,Logistic,train,recall,0.957842310099883
19,Logistic,validation,recall,0.9591880472720592
19,Logistic,test,recall,0.9580850048339922
19,Logistic,train,f1,0.858735832713165
19,Logistic,validation,f1,0.8596712674587712
19,Logistic,test,f1,0.8592077175923132
19,Logistic,train,roc_auc,0.6016442815956764
19,Logistic,validation,roc_auc,0.6031338915893054
19,Logistic,test,roc_auc,0.6019349270192283
19,SVC,train,accuracy,0.7424360143397829
19,SVC,validation,accuracy,0.7434121773540786
19,SVC,test,accuracy,0.7428545732529904
19,SVC,train,precision,0.7481271338712487
19,SVC,validation,precision,0.748631066598025
19,SVC,test,precision,0.7486356190030423
19,SVC,train,recall,0.9787850747081076
19,SVC,validation,recall,0.9794868654705774
19,SVC,test,recall,0.9787059586601888
19,SVC,train,f1,0.8480519959028172
19,SVC,validation,f1,0.848639185102658
19,SVC,test,f1,0.8483488739670517
19,SVC,train,roc_auc,0.5339567223814657
19,SVC,validation,roc_auc,0.5351133328537921
19,SVC,test,roc_auc,0.5338792201280046
19,Decision Tree,train,accuracy,0.8085988733027718
19,Decision Tree,validation,accuracy,0.8106844140660131
19,Decision Tree,test,accuracy,0.8092184548970232
19,Decision Tree,train,precision,0.8556159532933857
19,Decision Tree,validation,precision,0.8582067498079082
19,Decision Tree,test,precision,0.8567637693124189
19,Decision Tree,train,recall,0.8894483302942057
19,Decision Tree,validation,recall,0.8891066070663156
19,Decision Tree,test,recall,0.8890262259371214
19,Decision Tree,train,f1,0.8722041797398212
19,Decision Tree,validation,f1,0.8733834586466166
19,Decision Tree,test,f1,0.8725968901461235
19,Decision Tree,train,roc_auc,0.7372830088668347
19,Decision Tree,validation,roc_auc,0.741489142368438
19,Decision Tree,test,roc_auc,0.7385050388768961
19,Random Forest,train,accuracy,0.8085988733027718
19,Random Forest,validation,accuracy,0.8106844140660131
19,Random Forest,test,accuracy,0.8092184548970232
19,Random Forest,train,precision,0.8556159532933857
19,Random Forest,validation,precision,0.8582067498079082
19,Random Forest,test,precision,0.8567637693124189
19,Random Forest,train,recall,0.8894483302942057
19,Random Forest,validation,recall,0.8891066070663156
19,Random Forest,test,recall,0.8890262259371214
19,Random Forest,train,f1,0.8722041797398212
19,Random Forest,validation,f1,0.8733834586466166
19,Random Forest,test,f1,0.8725968901461235
19,Random Forest,train,roc_auc,0.7372830088668347
19,Random Forest,validation,roc_auc,0.741489142368438
19,Random Forest,test,roc_auc,0.7385050388768961
19,Voting,train,accuracy,0.8036973656269908
19,Voting,validation,accuracy,0.8063225110171778
19,Voting,test,accuracy,0.8038132925622807
19,Voting,train,precision,0.8627135942441972
19,Voting,validation,precision,0.8656267104542966
19,Voting,test,precision,0.863433931583482
19,Voting,train,recall,0.8713394388046702
19,Voting,validation,recall,0.8715632845508542
19,Voting,test,recall,0.8707671973859729
19,Voting,train,f1,0.8670050623955913
19,Voting,validation,f1,0.868584853847562
19,Voting,test,f1,0.8670850597124056
19,Voting,train,roc_auc,0.7440314989605488
19,Voting,validation,roc_auc,0.7487577722906632
19,Voting,test,roc_auc,0.7444890029064409
19,AdaBoost,train,accuracy,0.7685848832706696
19,AdaBoost,validation,accuracy,0.7700332763737746
19,AdaBoost,test,accuracy,0.7692508319093444
19,AdaBoost,train,precision,0.7782151070228197
19,AdaBoost,validation,precision,0.7788633651551312
19,AdaBoost,test,precision,0.7788300835654596
19,AdaBoost,train,recall,0.957842310099883
19,AdaBoost,validation,recall,0.9591880472720592
19,AdaBoost,test,recall,0.9580850048339922
19,AdaBoost,train,f1,0.858735832713165
19,AdaBoost,validation,f1,0.8596712674587712
19,AdaBoost,test,f1,0.8592077175923132
19,AdaBoost,train,roc_auc,0.6016442815956764
19,AdaBoost,validation,roc_auc,0.6031338915893054
19,AdaBoost,test,roc_auc,0.6019349270192283
20,Logistic,train,accuracy,0.7342768277602209
20,Logistic,validation,accuracy,0.7330695206403454
20,Logistic,test,accuracy,0.7345354798093354
20,Logistic,train,precision,0.7441538393454487
20,Logistic,validation,precision,0.7436937359339835
20,Logistic,test,precision,0.744500655799138
20,Logistic,train,recall,0.9724981629153852
20,Logistic,validation,recall,0.9712509950401078
20,Logistic,test,recall,0.9725257914897264
20,Logistic,train,f1,0.8431391344742915
20,Logistic,validation,f1,0.8423749966807402
20,Logistic,test,f1,0.8433720874700853
20,Logistic,train,roc_auc,0.5241460355957955
20,Logistic,validation,roc_auc,0.5229117680465478
20,Logistic,test,roc_auc,0.5236649380151077
20,SVC,train,accuracy,0.7343367850406586
20,SVC,validation,accuracy,0.7343735947477291
20,SVC,test,accuracy,0.7348952243906827
20,SVC,train,precision,0.7343367850406586
20,SVC,validation,precision,0.7343735947477291
20,SVC,test,precision,0.7348952243906827
20,SVC,train,recall,1.0
20,SVC,validation,recall,1.0
20,SVC,test,recall,1.0
20,SVC,train,f1,0.8468214378828888
20,SVC,validation,f1,0.846845912520418
20,SVC,test,f1,0.8471926304930457
20,SVC,train,roc_auc,0.5
20,SVC,validation,roc_auc,0.5
20,SVC,test,roc_auc,0.5
20,Decision Tree,train,accuracy,0.7343367850406586
20,Decision Tree,validation,accuracy,0.7343735947477291
20,Decision Tree,test,accuracy,0.7348952243906827
20,Decision Tree,train,precision,0.7343367850406586
20,Decision Tree,validation,precision,0.7343735947477291
20,Decision Tree,test,precision,0.7348952243906827
20,Decision Tree,train,recall,1.0
20,Decision Tree,validation,recall,1.0
20,Decision Tree,test,recall,1.0
20,Decision Tree,train,f1,0.8468214378828888
20,Decision Tree,validation,f1,0.846845912520418
20,Decision Tree,test,f1,0.8471926304930457
20,Decision Tree,train,roc_auc,0.5
20,Decision Tree,validation,roc_auc,0.5
20,Decision Tree,test,roc_auc,0.5
20,Random Forest,train,accuracy,0.7343367850406586
20,Random Forest,validation,accuracy,0.7343735947477291
20,Random Forest,test,accuracy,0.7348952243906827
20,Random Forest,train,precision,0.7343367850406586
20,Random Forest,validation,precision,0.7343735947477291
20,Random Forest,test,precision,0.7348952243906827
20,Random Forest,train,recall,1.0
20,Random Forest,validation,recall,1.0
20,Random Forest,test,recall,1.0
20,Random Forest,train,f1,0.8468214378828888
20,Random Forest,validation,f1,0.846845912520418
20,Random Forest,test,f1,0.8471926304930457
20,Random Forest,train,roc_auc,0.5
20,Random Forest,validation,roc_auc,0.5
20,Random Forest,test,roc_auc,0.5
20,Voting,train,accuracy,0.7343367850406586
20,Voting,validation,accuracy,0.7343735947477291
20,Voting,test,accuracy,0.7348952243906827
20,Voting,train,precision,0.7343367850406586
20,Voting,validation,precision,0.7343735947477291
20,Voting,test,precision,0.7348952243906827
20,Voting,train,recall,1.0
20,Voting,validation,recall,1.0
20,Voting,test,recall,1.0
20,Voting,train,f1,0.8468214378828888
20,Voting,validation,f1,0.846845912520418
20,Voting,test,f1,0.8471926304930457
20,Voting,train,roc_auc,0.5
20,Voting,validation,roc_auc,0.5
20,Voting,test,roc_auc,0.5
20,AdaBoost,train,accuracy,0.7342768277602209
20,AdaBoost,validation,accuracy,0.7330695206403454
20,AdaBoost,test,accuracy,0.7345354798093354
20,AdaBoost,train,precision,0.7441538393454487
20,AdaBoost,validation,precision,0.7436937359339835
20,AdaBoost,test,precision,0.744500655799138
20,AdaBoost,train,recall,0.9724981629153852
20,AdaBoost,validation,recall,0.9712509950401078
20,AdaBoost,test,recall,0.9725257914897264
20,AdaBoost,train,f1,0.8431391344742915
20,AdaBoost,validation,f1,0.8423749966807402
20,AdaBoost,test,f1,0.8433720874700853
20,AdaBoost,train,roc_auc,0.5241460355957955
20,AdaBoost,validation,roc_auc,0.5229117680465478
20,AdaBoost,test,roc_auc,0.5236649380151077
21,Logistic,train,accuracy,0.7465730666899834
21,Logistic,validation,accuracy,0.7472119794945589
21,Logistic,test,accuracy,0.7467488083460743
21,Logistic,train,precision,0.7555483574631681
21,Logistic,validation,precision,0.7563737342302445
21,Logistic,test,precision,0.7557741904670934
21,Logistic,train,recall,0.9681163759083364
21,Logistic,validation,recall,0.9673626844651276
21,Logistic,test,recall,0.96829145913135
21,Logistic,train,f1,0.8487250722128523
21,Logistic,validation,f1,0.8489554644992275
21,Logistic,test,f1,0.8489348347397841
21,Logistic,train,roc_auc,0.5511536638289484
21,Logistic,validation,roc_auc,0.5529635497829277
21,Logistic,test,roc_auc,0.5504516630053059
21,SVC,train,accuracy,0.7465730666899834
21,SVC,validation,accuracy,0.7472119794945589
21,SVC,test,accuracy,0.7467488083460743
21,SVC,train,precision,0.7555483574631681
21,SVC,validation,precision,0.7563737342302445
21,SVC,test,precision,0.7557741904670934
21,SVC,train,recall,0.9681163759083364
21,SVC,validation,recall,0.9673626844651276
21,SVC,test,recall,0.96829145913135
21,SVC,train,f1,0.8487250722128523
21,SVC,validation,f1,0.8489554644992275
21,SVC,test,f1,0.8489348347397841
21,SVC,train,roc_auc,0.5511536638289484
21,SVC,validation,roc_auc,0.5529635497829277
21,SVC,test,roc_auc,0.5504516630053059
21,Decision Tree,train,accuracy,0.7488089736063055
21,Decision Tree,validation,accuracy,0.7502698084360104
21,Decision Tree,test,accuracy,0.7495548160805828
21,Decision Tree,train,precision,0.7774357179335633
21,Decision Tree,validation,precision,0.7787693023977652
21,Decision Tree,test,precision,0.7778029912325941
21,Decision Tree,train,recall,0.9218388536592004
21,Decision Tree,validation,recall,0.9218051558385892
21,Decision Tree,test,recall,0.9228396950301666
21,Decision Tree,train,f1,0.8435016482849431
21,Decision Tree,validation,f1,0.8442718337703126
21,Decision Tree,test,f1,0.8441367266865553
21,Decision Tree,train,roc_auc,0.5961824015994444
21,Decision Tree,validation,roc_auc,0.5989167983357497
21,Decision Tree,test,roc_auc,0.5960163125556234
21,Random Forest,train,accuracy,0.7488089736063055
21,Random Forest,validation,accuracy,0.7502698084360104
21,Random Forest,test,accuracy,0.7495548160805828
21,Random Forest,train,precision,0.7774357179335633
21,Random Forest,validation,precision,0.7787693023977652
21,Random Forest,test,precision,0.7778029912325941
21,Random Forest,train,recall,0.9218388536592004
21,Random Forest,validation,recall,0.9218051558385892
21,Random Forest,test,recall,0.9228396950301666
21,Random Forest,train,f1,0.8435016482849431
21,Random Forest,validation,f1,0.8442718337703126
21,Random Forest,test,f1,0.8441367266865553
